"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1769","test_back_to_products_from_checkout_overview_page[firefox]","tests","2026-06-24","passed","2026-06-24","TestCheckoutOverviewPage","test_checkout_overview_page","",""
"","1737","test_back_to_products_from_checkout_overview_page[chrome]","tests","2026-06-24","passed","2026-06-24","TestCheckoutOverviewPage","test_checkout_overview_page","",""
"","900","Login validation: empty_username_empty_password","tests","2026-06-24","passed","2026-06-24","TestAuthorization","test_login_page","",""
"","1527","test_invalid_fill_checkout_info_form[Empty last name-firefox]","tests","2026-06-24","passed","2026-06-24","TestCheckoutInfoPage","test_checkout_info_page","",""
"","717","test_navigation_to_checkout_complete_page[firefox]","tests","2026-06-24","passed","2026-06-24","TestCheckoutCompletePage","test_checkout_complete_page","",""
"","665","test_navigation_to_item_page[chrome]","tests","2026-06-24","passed","2026-06-24","TestItemPage","test_item_page","",""
"","829","test_navigation_to_item_page[firefox]","tests","2026-06-24","passed","2026-06-24","TestItemPage","test_item_page","",""
"","1300","test_back_to_products_from_checkout_complete_page[firefox]","tests","2026-06-24","passed","2026-06-24","TestCheckoutCompletePage","test_checkout_complete_page","",""
"","1221","test_navigation_back_to_products_page_from_cart_page[firefox]","tests","2026-06-24","passed","2026-06-24","TestCartPage","test_cart_page","",""
"","377","test_navigation_to_cart_page[chrome]","tests","2026-06-24","passed","2026-06-24","TestCartPage","test_cart_page","",""
"","857","test_invalid_fill_checkout_info_form[Empty postal code-chrome]","tests","2026-06-24","passed","2026-06-24","TestCheckoutInfoPage","test_checkout_info_page","",""
"","1096","Login validation: unregistered_username_registered_password","tests","2026-06-24","passed","2026-06-24","TestAuthorization","test_login_page","",""
"","776","test_invalid_fill_checkout_info_form[Empty first name-chrome]","tests","2026-06-24","passed","2026-06-24","TestCheckoutInfoPage","test_checkout_info_page","",""
"","2169","test_added_products_is_displayed_on_checkout_page[firefox]","tests","2026-06-24","passed","2026-06-24","TestCheckoutOverviewPage","test_checkout_overview_page","",""
"","545","test_back_to_cart_from_checkout_info_page[chrome]","tests","2026-06-24","passed","2026-06-24","TestCheckoutInfoPage","test_checkout_info_page","",""
"","1584","test_add_random_products_to_cart[firefox]","tests","2026-06-24","passed","2026-06-24","TestProductsPage","test_products_page","",""
"","831","Sort products by: NAME_ZA","tests","2026-06-24","passed","2026-06-24","TestProductsPage","test_products_page","",""
"","1031","test_navigation_to_checkout_overview_page[chrome]","tests","2026-06-24","passed","2026-06-24","TestCheckoutOverviewPage","test_checkout_overview_page","",""
"","2307","test_successful_authorization[firefox]","tests","2026-06-24","passed","2026-06-24","TestAuthorization","test_login_page","",""
"","878","Login validation: unregistered_username_registered_password","tests","2026-06-24","passed","2026-06-24","TestAuthorization","test_login_page","",""
"","1052","test_add_item_to_cart[firefox]","tests","2026-06-24","passed","2026-06-24","TestItemPage","test_item_page","",""
"","2247","test_add_all_product_to_cart[chrome]","tests","2026-06-24","passed","2026-06-24","TestProductsPage","test_products_page","",""
"","1037","Login validation: registered_username_unregistered_password","tests","2026-06-24","passed","2026-06-24","TestAuthorization","test_login_page","",""
"","937","test_successful_fill_checkout_info_form[firefox]","tests","2026-06-24","passed","2026-06-24","TestCheckoutInfoPage","test_checkout_info_page","",""
"","1119","Login validation: unregistered_user","tests","2026-06-24","passed","2026-06-24","TestAuthorization","test_login_page","",""
"","789","test_invalid_fill_checkout_info_form[Empty form-firefox]","tests","2026-06-24","passed","2026-06-24","TestCheckoutInfoPage","test_checkout_info_page","",""
"","1848","test_navigation_products[chrome]","tests","2026-06-24","passed","2026-06-24","TestProductsPage","test_products_page","",""
"","734","Login validation: registered_username_unregistered_password","tests","2026-06-24","passed","2026-06-24","TestAuthorization","test_login_page","",""
"","1821","test_navigation_products[firefox]","tests","2026-06-24","passed","2026-06-24","TestProductsPage","test_products_page","",""
"","768","test_navigation_to_cart_page[firefox]","tests","2026-06-24","passed","2026-06-24","TestCartPage","test_cart_page","",""
"","1440","test_navigation_back_to_products_page_from_item_page[chrome]","tests","2026-06-24","passed","2026-06-24","TestItemPage","test_item_page","",""
"","1464","Login validation: empty_username_valid_password","tests","2026-06-24","passed","2026-06-24","TestAuthorization","test_login_page","",""
"","737","test_invalid_fill_checkout_info_form[Empty postal code-firefox]","tests","2026-06-24","passed","2026-06-24","TestCheckoutInfoPage","test_checkout_info_page","",""
"","1745","test_checkout_overview_displays_correct_products_total_price[chrome]","tests","2026-06-24","passed","2026-06-24","TestCheckoutOverviewPage","test_checkout_overview_page","",""
"","1856","test_checkout_overview_displays_correct_products_total_price[firefox]","tests","2026-06-24","passed","2026-06-24","TestCheckoutOverviewPage","test_checkout_overview_page","",""
"","442","Sort products by: NAME_ZA","tests","2026-06-24","passed","2026-06-24","TestProductsPage","test_products_page","",""
"","993","Login validation: empty_username_valid_password","tests","2026-06-24","passed","2026-06-24","TestAuthorization","test_login_page","",""
"","1754","test_add_all_product_to_cart[firefox]","tests","2026-06-24","passed","2026-06-24","TestProductsPage","test_products_page","",""
"","1159","test_add_random_products_to_cart[chrome]","tests","2026-06-24","passed","2026-06-24","TestProductsPage","test_products_page","",""
"","897","test_remove_item_after_adding_to_cart[chrome]","tests","2026-06-24","passed","2026-06-24","TestItemPage","test_item_page","",""
"","454","Sort products by: PRICE_LOW_HIGH","tests","2026-06-24","passed","2026-06-24","TestProductsPage","test_products_page","",""
